	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Fri May  1 11:53:56 2015

	Excel chart generation enabled
	Auto Mode
	Command line used: /opt/iozone/bin/iozone -Ra -b 64119.xls -f 64119.tmp
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
             128     128 1637771 2843510  9287508  9795896 8548124 3468030 7082197  3380677  8548124  3560017  3560017 8548124  8548124
             256       4 1393012 2266207  5569035  5810112 4496299 2350543 4332998  3078337  4422226  2170027  2285501 5347168  5347168
             256       8 1675612 2665657  7314033  6073004 6249745 2842047 5938650  3770085  6213578  2754556  2812272 6936061  7073132
             256      16 1673001 3557725 11091721 11091721 9518507 3879045 8467615  5217259 11569783  3717869  382378910245071 10245071
             256      32 1600674 2975955  8534922  9192546 8208677 3326279 7571923  4496299  8815202  3285566  3410808 8271916  8534922
             256      64 1755037 2975955  9518507  9868433 8815202 3454704 8024634  4404088  9434868  3654598  3823789 8815202  9114515
             256     128 1752173 2975955  9114515  9434868 7518900 3499745 8271916  4132864  9114515  3078337  5217259 8815202  8815202
             256     256 1829808 3017775  9192546  9518507 9114515 3499745 8271916  3511189  9114515  3465855  3557725 9114515  8815202
             512       4 1450212 2297251  5744919  5968453 4485083 2357784 4494470  3064306  4228947  2275345  2246778 5398323  5331314
             512       8 1647088 2600470  7334159  7410080 6319739 2815243 6246213  3849877  6319739  2600470  2681653 6571132  7115451
             512      16 1778004 2796910  7871843  8018812 7211022 3046915 6931711  4195896  7211022  2891043  2979282 7758090  7758090
             512      32 1827947 2879414  8528336  8992598 8265729 3264616 7758090  4411377  9145790  3104171  3099691 8528336  8665997
             512      64 1862832 3029721  9304292  9468384 8992598 3504346 8665997  4340054  9814569  3393590  3481620 9145790  9145790
             512     128 1789859 2891043  9304292  9468384 8955098 3481620 8528336  4532414 10044089  3710197  3822466 9107004  9145790
             512     256 1869318 2926501  8992598  9145790 8265729 3299730 8362289  3905895  8955098  2979282  5115422 8992598  9145790
             512     512 1861217 2958758  9304292  9468384 9304292 3415178 8665997  3459188  9304292  3346002  3409755 9468384  8109658
            1024       4 1458489 2305644  5479632  5751117 4550690 2265510 4507705  3046495  4526709  2265510  2231377 5444898  5444898
            1024       8 1692394 2619192  7306780  7590887 6280976 2688041 6244448  3751699  6208343  2646630  2625597 7113161  6918376
            1024      16 1703807 2744728  8000971  8061038 7020149 3077052 7220790  4304412  7420395  2827858  2942149 7644933  7927135
            1024      32 1809317 2875184  8680108  8246774 8326715 3281592 8061038  4679604  8246774  3031444  3074849 8137402  8680108
            1024      64 1771993 2995501  9240349  9381637 8970167 3390391 8840915  4783849 10230845  3074849  3121783 9300377  9220512
            1024     128 1837965 3001782  8822754  9300377 9064828 3436508 8822754  4451639 10230845  3160839  3261656 8680108  9300377
            1024     256 1837965 2859868  9064828  9142007 9045736 3324778 8750850  4339202  8970167  3643490  3631168 9064828  9220512
            1024     512 1857840 2950233  9220512  8988941 9142007 3271594 8988941  3804877  9220512  3029305  5226256 9240349  9142007
            1024    1024 1861867 2875184  9320560  9485232 9320560 3335105 9064828  3301774  9485232  3335105  3348104 9402175  9402175
            2048       4 1753117 3272598  9053418  9308497 7159438 3240499 4154130  3160613  4472047  2146514  2206617 5420181  5447681
            2048       8 1643438 2698856  7556202  7589584 6359119 2786401 6382745  4038890  6503556  2628655  2656292 7286980  7393606
            2048      16 2007554 3764533 11260973 1060740210302081 395338310240672  6171791 10351742  3649381  376453311072275 11072275
            2048      32 1659632 2828608  8713618  8600205 8261095 3160613 8221561  4676561  7874853  2901215  2933915 7231767  8749118
            2048      64 1660915 2880782  9101380  9024882 8866519 3282603 8866519  4741090  8830061  2980747  2959183 9101380  9024882
            2048     128 1794877 2873074  9149853  9228493 8977721 3297725 8940345  4697018 10339282  2981782  2998435 8903279  9189005
            2048     256 1790015 2836079  8820994  9140117 9024882 3229534 8540351  4511980  9621281  3127245  3171115 9062970  9101380
            2048     512 1774851 2828608  9218589  9268323 9140117 3234398 8977721  4086930  9268323  3454204  3555722 9268323  9268323
            2048    1024 1806199 2809182  9062970  9308497 9268323 3200654 8793903  3618634  9268323  2809182  4481379 9349021  9268323
            2048    2048 1804681 2837016  9400176  9483197 9431138 3251539 9228493  3240499  9400176  3319389  3266376 9268323  9189005
            4096       4 1428702 2224851  5642353  5603704 4404184 2171696 4501111  3005151  4315676  2126799  3012001 8497289  8695120
            4096       8 1563966 2553562  7380284  7447471 6195843 2675656 6330545  3824713  6339889  2571141  2569987 7225093  7935986
            4096      16 1656880 2723588  7816828  7983931 7161842 2972395 7161842  4257917  7099689  2684016  345684910451277 11157166
            4096      32 1706755 2858164  8548024  8925508 8340529 3185110 8324363  4659824  8209013  2911444  2942864 8552280  8788530
            4096      64 1784030 2981164  8112108  9435311 8925508 3337967 9019223  4813898  8925508  3018351  3023131 8906998  9287391
            4096     128 1764788 3070682  9307517  9435311 9183139 3419011 9081201  5044289  9202815  3047802  2968287 9267351  9327731
            4096     256 1813981 2937831  9100443  9081201 9144037 3245277 8944095  4575434  9503161  3024728  2985308 9183139  9100443
            4096     512 1862557 2985308  9327731  9373535 9227530 3341213 9227530  4376138  9461292  3197560  3207110 9332798  9373535
            4096    1024 1854114 2979096  9242423  9353122 9307517 3412898 9287391  4149921  9353122  3182161  3354260 9394037  9163546
            4096    2048 1836867 3747131 11193514 1137886111128258 433418511070889  4864330 11186225  3084464  493418311252164 11281721
            4096    4096 1771521 2917377  9503161  9348033 9394037 3349029 9414629  3335375  7460407  3250804  3298235 8660056  9414629
            8192       4 1440973 2246203  5565406  5720134 4483963 2232774 4652131  3194826  4461836  2230890  2217071 5407741  5403489
            8192       8 1590006 2555234  7354701  7394270 6248582 3276785 9879717  5596225  9568810  3671773  2620719 7173514  7167528
            8192      16 1675610 2787400  7823601  7937463 7179509 3002737 7275280  4435342  7179509  2861211  3094968 7735533  7832518
            8192      32 1722482 2920552  8723390  8763438 8216483 3245524 8332045  4721816  8224350  3014063  2935273 8624852  8622688
            8192      64 1751903 3060236  9172856  9362822 9124139 3354524 9040119  5078440  9014031  2930766  2985517 9266865  9286903
            8192     128 1773515 2988633  9332306  9447779 9141131 3426104 9236971  4899570  9256879  2960564  2941303 9172856  9319649
            8192     256 1827761 2919560  9163071  9266865 8874344 392512011251448  6244039 11251448  3629496  373037211266205 11408351
            8192     512 2208662 3769662 11009893 1128470611284706 4151830 9224572  4500997 11203754  3581823  292055210139188 11203754
            8192    1024 2238156 2914112  9339916  9450378 9416708 3316639 9092750  4362141  9393538  2904014  2705532 9893942 11329356
            8192    2048 2197363 3723500 11236730 1156969211600942 422691110880890  5139206 11378128  3449147  358855711163712 11600942
            8192    4096 1775806 2770319  8732257 1054365911192805 392691410488942  4612165 10751510  2963884  410226010038471 10981742
            8192    8192 1752707 2456406  8428103  8752276 8688097 3089125 7585256  3132495  7346838  3028408  2959544 7571884  8317926
           16384       4 1753235 2567243  7132419  7961193 6643539 2953160 3773347  3203883  4273119  2098893  1900701 4612724  4896710
           16384       8 1558907 2184844  5933911  6595715 6001278 2507844 5608926  3922388  5919089  2433425  2341235 5934423  6354791
           16384      16 1634473 2290129  6452650  7145026 7004468 2851453 6176029  4238069  6671272  2551231  2367611 4825871  5153778
           16384      32 1527513 2276851  7007325  7454271 7430091 2724713 7285157  4782213  7390140  2549716  2490395 6662863  9576552
           16384      64 1867945 2909646  8822851 1002793310182464 3531717 9821549  5861533 10089772  3292612  3026782 9011438  9972633
           16384     128 1912497 2917305  8572996  9688616 9923668 3465289 9597952  6155008  9839832  3125487  2337174 7980609  9230526
           16384     256 1580273 2242231  6736671  7393320 7980609 2749900 7145026  4613963  8015984  2510501  2402711 7001613  7575060
           16384     512 1605790 2236175  7220855  7824319 8147132 3063074 8532547  5338344  9672252  3174578  2738831 8371434  9209496
           16384    1024 1647443 2305650  7053355  7865515 8184002 2783539 7300636  4402045  9108183  2504736  2550095 8359214  9230526
           16384    2048 1899807 2536166  7850240  8992570 9282896 3142351 8337915  4817414 10757915  2398518  2234285 7735364  8649610
           16384    4096 1585121 2053116  6855627  7265900 7477794 2519429 6769854  3906556  9017350  2015481  1993208 6439952  6881026
           16384    8192 1559367 1967133  6234299  6509495 6166607 2296942 6001278  3199259  7588444  2354309  2421080 5720518  6086321
           16384   16384 1487569 1786322  4258819  4332113 4319315 2032230 4156049  2042923  4612415  2337889  2078389 4112523  4253546
           32768      64 1798661 1980650  7225716  7675664 7972649 2318869 7474461  6001489  8179524  2323652  2214656 7252789  8015893
           32768     128 1547547 2205841  6949853  7432022 7830027 2403921 7211309  6276093  7955574  2419026  2310682 6343295  7363535
           32768     256 1854656 2216013  6795227  7181166 7602634 2481124 5895680  5571818  7396824  2344582  2000980 5973060  5991547
           32768     512 1839341 2276655  6122600  6080614 6308936 2120487 6945287  4891447  7454192  2393414  2017487 6050100  6072554
           32768    1024 1562324 1913903  6157161  6203852 6431455 2112826 6815107  4970163  7740943  2073805  2091382 6892692  7199976
           32768    2048 1855708 2031353  6227183  6266650 6411055 2098503 6211984  4251153  8782711  1781455  1725973 6884061  7131237
           32768    4096 1555270 1917267  6323158  6370049 6413747 2113541  109930  5178401 10604198  1942962  1892373 6899959  7268900
           32768    8192 1774509 2151524  6377439  6786838 6672504 2336729 6451683  3899552  8668599  2044650  1950130 6304016  6708002
           32768   16384 1730188 2045289  3844252  3885660 3869687 1977430 3710173  2228373  3760834  2099817  2340908   66176  3048453
           65536      64 1515323 1858340  6106660  6137475 6854672 2304595 5908328  4889690  6117941  1950639  1977186 6096907  6088400
           65536     128 1560974 1967872   103426  5322469 6850231 2467113 7091097  6438355  7446479  2324552  2335216 6945955  7466707
           65536     256 1804859 2249468  5973554  6373270 7045476 2367294 6856724  5953500  7147519  2261275  1955023 5982915  5992175
           65536     512 1836623 2270033  6157134  6174977 6233793 2133320 6039572  4716439  7244723  2243080  1973679 6135283  6149007
           65536    1024 1579106 2260642  6893523  7145289 7159993 2462560 6949116  5165634  7275981  2067049  2053322 6992781  7154588
           65536    2048 1845142 1934060  6310646  6332599 6333766 2131946 6485599  5089784  7400170  1864200  1665635 7088902  7234427
           65536    4096 1876532 2241087  7083422  7360145 7331484 2517823 6200187  4292096  9030508  1619569  1797424 6603704  6617216
           65536    8192 1770335 2219069  6664222  6806805 6826753 2387568 5759885  3640294  7657020  1605484  1585143 5609432  5875995
           65536   16384 1458363 1767808  3728735  3753941 3741932 1988471 3659583  2386863  3906746  2017736  2013952  113038  3490965
          131072      64 1508988 2163832  7416423  7705617 7515581 2289782 7327360  6550654  7565120  2218628  1902790 6145282  6180308
          131072     128 1539053 1857598    59622  4481699 5873722 2042033   14918  4837662  5893305  2082457  2139953 6123106  6204862
          131072     256 1552321 1879360  6595845  7155781 7114203 2365886 5986942  4451579  6076542  1938621  2100510  100183  4385003
          131072     512 1545861 1890086    38128  4482174 5911301 2169236 6351314  5128806  7253499  2190010  1923737 6175310  6197238
          131072    1024 1543530 1875321  7137849  7298372 7305258 2388863 7166321  4991345  6944184  1979191  1762762 6300001  6328648
          131072    2048 1871950 2316372  6422245  6437360 6412806 2175968 6371704  4423604  6893074  1870427  1872562   39099  5420916
          131072    4096 1836542 1907246  6332293  6430508 6422545 2137549 7100696  5049941  7274134  1777368  1752937   40344  4569539
          131072    8192 1523790 1831458   109869  5242069 6501307 2344846 6642627  4326101  8950061  1707359  1682394 5753363  5996476
          131072   16384 1479334 1772560  3767210  4095631 4085921 2294992 4009046  2798283  4018130  1787400  1797205 4020481  4086042
          262144      64 1497478 2209146  6141363  6205766 6017868 1966511 6008759  4949949  6370442  2258754  2204464 7405225  7701990
          262144     128 1811160 2000320  6204295  6279342 6163879 2089195 6183812  4961184  6193426  1924413  2169060 6206361  6250748
          262144     256 1561041 2210843  6066746  6115267 6084505 2144167 4620421  4775796  6090134  1932103  2186704   92862  4433714
          262144     512 1635324 2272418  6233808  6319003 7140761 2489493 6214289  4574459  6318059  1980806  2005157   39533  4531923
          262144    1024 1792093 1852542  6315047  6367343 6362700 2140698 7210678  5069588  7307579  1975138  2034253 7228549  7336200
          262144    2048 1942267 2305917  7192047  7382899 7393076 2486852 6186561  4387064  6460236  1638104  1644051  112376  4616987
          262144    4096 1921343 1918768  6494963  7416314 7387065 2483151  104516  4488080  6873029  1779710  1617933 6364247  6457239
          262144    8192 1680506 2203912  5916002  6092395 6088717 2403599 5858069  3839414  6231264  1630097  1480638 5898705  6070262
          262144   16384 1472496 2065525  3676831  3699570 3695131 1987369   98971  2944943  4051112  1686334  1526836 3670510  3688326
          524288      64 1687908 2210898    82909  5774233 6930798 2230441 6291627  5159606  6175942  1962905  2348297 6312922  6365570
          524288     128 1832693 2297715  6417380  6527910 6353780 2139933 6388705  6438122  7878702  2324465  1945489   72871  5577175
          524288     256 1840938 2244297    29428  4587148 5896772 2125601 7199106  5934952  7090540  2285904  2277046 7159192  7274793
          524288     512 1850280 2191758    17682  5507115 6782946 2455980    3634  4609978  6114566  1978297  2031154   24998  5571480
          524288    1024 1586918 2309365    74435  5611259 6801681 2428854    6186  4377604  6197245  1750824  1461890 6460802  6495151
          524288    2048 1604273 2174953  7287547  7514205 7484385 2467342   17730  4445382  6238261  1665066  1676058   51550  4752386
          524288    4096 1567705 1939788   108377  5677055 6907156 2444155   95352  5010490  7329007  1716646  1546791 6547385  6575872
          524288    8192 1865275 1906481   110057  4581939 5920953 2073637 6916715  4776500  6947154  1632106  1464422   52952  4532733
          524288   16384 1720635 2167016   105666  3465108 3947985 2282748 4023515  2871459  4022492  1675383  1493774 3676430  3694925

iozone test complete.
Excel output is below:

"Writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   735831  1279447  1460430  1492919  1421755 
"128"   1217930  1377278  1471662  1642783  1705404  1637771 
"256"   1393012  1675612  1673001  1600674  1755037  1752173  1829808 
"512"   1450212  1647088  1778004  1827947  1862832  1789859  1869318  1861217 
"1024"   1458489  1692394  1703807  1809317  1771993  1837965  1837965  1857840  1861867 
"2048"   1753117  1643438  2007554  1659632  1660915  1794877  1790015  1774851  1806199  1804681 
"4096"   1428702  1563966  1656880  1706755  1784030  1764788  1813981  1862557  1854114  1836867  1771521 
"8192"   1440973  1590006  1675610  1722482  1751903  1773515  1827761  2208662  2238156  2197363  1775806  1752707 
"16384"   1753235  1558907  1634473  1527513  1867945  1912497  1580273  1605790  1647443  1899807  1585121  1559367  1487569 
"32768"   0  0  0  0  1798661  1547547  1854656  1839341  1562324  1855708  1555270  1774509  1730188 
"65536"   0  0  0  0  1515323  1560974  1804859  1836623  1579106  1845142  1876532  1770335  1458363 
"131072"   0  0  0  0  1508988  1539053  1552321  1545861  1543530  1871950  1836542  1523790  1479334 
"262144"   0  0  0  0  1497478  1811160  1561041  1635324  1792093  1942267  1921343  1680506  1472496 
"524288"   0  0  0  0  1687908  1832693  1840938  1850280  1586918  1604273  1567705  1865275  1720635 

"Re-writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   2203800  2379626  3165299  3406295  2772930 
"128"   2286447  3445772  2727923  2843510  2985839  2843510 
"256"   2266207  2665657  3557725  2975955  2975955  2975955  3017775 
"512"   2297251  2600470  2796910  2879414  3029721  2891043  2926501  2958758 
"1024"   2305644  2619192  2744728  2875184  2995501  3001782  2859868  2950233  2875184 
"2048"   3272598  2698856  3764533  2828608  2880782  2873074  2836079  2828608  2809182  2837016 
"4096"   2224851  2553562  2723588  2858164  2981164  3070682  2937831  2985308  2979096  3747131  2917377 
"8192"   2246203  2555234  2787400  2920552  3060236  2988633  2919560  3769662  2914112  3723500  2770319  2456406 
"16384"   2567243  2184844  2290129  2276851  2909646  2917305  2242231  2236175  2305650  2536166  2053116  1967133  1786322 
"32768"   0  0  0  0  1980650  2205841  2216013  2276655  1913903  2031353  1917267  2151524  2045289 
"65536"   0  0  0  0  1858340  1967872  2249468  2270033  2260642  1934060  2241087  2219069  1767808 
"131072"   0  0  0  0  2163832  1857598  1879360  1890086  1875321  2316372  1907246  1831458  1772560 
"262144"   0  0  0  0  2209146  2000320  2210843  2272418  1852542  2305917  1918768  2203912  2065525 
"524288"   0  0  0  0  2210898  2297715  2244297  2191758  2309365  2174953  1939788  1906481  2167016 

"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4274062  6421025  10821524  10402178  10821524 
"128"   5847904  11720614  7476717  8548124  9129573  9287508 
"256"   5569035  7314033  11091721  8534922  9518507  9114515  9192546 
"512"   5744919  7334159  7871843  8528336  9304292  9304292  8992598  9304292 
"1024"   5479632  7306780  8000971  8680108  9240349  8822754  9064828  9220512  9320560 
"2048"   9053418  7556202  11260973  8713618  9101380  9149853  8820994  9218589  9062970  9400176 
"4096"   5642353  7380284  7816828  8548024  8112108  9307517  9100443  9327731  9242423  11193514  9503161 
"8192"   5565406  7354701  7823601  8723390  9172856  9332306  9163071  11009893  9339916  11236730  8732257  8428103 
"16384"   7132419  5933911  6452650  7007325  8822851  8572996  6736671  7220855  7053355  7850240  6855627  6234299  4258819 
"32768"   0  0  0  0  7225716  6949853  6795227  6122600  6157161  6227183  6323158  6377439  3844252 
"65536"   0  0  0  0  6106660  103426  5973554  6157134  6893523  6310646  7083422  6664222  3728735 
"131072"   0  0  0  0  7416423  59622  6595845  38128  7137849  6422245  6332293  109869  3767210 
"262144"   0  0  0  0  6141363  6204295  6066746  6233808  6315047  7192047  6494963  5916002  3676831 
"524288"   0  0  0  0  82909  6417380  29428  17682  74435  7287547  108377  110057  105666 

"Re-Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4564786  8182586  12902017  12310336  12902017 
"128"   6114306  12842051  8548124  9795896  9795896  9795896 
"256"   5810112  6073004  11091721  9192546  9868433  9434868  9518507 
"512"   5968453  7410080  8018812  8992598  9468384  9468384  9145790  9468384 
"1024"   5751117  7590887  8061038  8246774  9381637  9300377  9142007  8988941  9485232 
"2048"   9308497  7589584  10607402  8600205  9024882  9228493  9140117  9268323  9308497  9483197 
"4096"   5603704  7447471  7983931  8925508  9435311  9435311  9081201  9373535  9353122  11378861  9348033 
"8192"   5720134  7394270  7937463  8763438  9362822  9447779  9266865  11284706  9450378  11569692  10543659  8752276 
"16384"   7961193  6595715  7145026  7454271  10027933  9688616  7393320  7824319  7865515  8992570  7265900  6509495  4332113 
"32768"   0  0  0  0  7675664  7432022  7181166  6080614  6203852  6266650  6370049  6786838  3885660 
"65536"   0  0  0  0  6137475  5322469  6373270  6174977  7145289  6332599  7360145  6806805  3753941 
"131072"   0  0  0  0  7705617  4481699  7155781  4482174  7298372  6437360  6430508  5242069  4095631 
"262144"   0  0  0  0  6205766  6279342  6115267  6319003  6367343  7382899  7416314  6092395  3699570 
"524288"   0  0  0  0  5774233  6527910  4587148  5507115  5611259  7514205  5677055  4581939  3465108 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4018152  5283570  7940539  9006179  9318832 
"128"   4557257  9795896  7082197  8036304  8548124  8548124 
"256"   4496299  6249745  9518507  8208677  8815202  7518900  9114515 
"512"   4485083  6319739  7211022  8265729  8992598  8955098  8265729  9304292 
"1024"   4550690  6280976  7020149  8326715  8970167  9064828  9045736  9142007  9320560 
"2048"   7159438  6359119  10302081  8261095  8866519  8977721  9024882  9140117  9268323  9431138 
"4096"   4404184  6195843  7161842  8340529  8925508  9183139  9144037  9227530  9307517  11128258  9394037 
"8192"   4483963  6248582  7179509  8216483  9124139  9141131  8874344  11284706  9416708  11600942  11192805  8688097 
"16384"   6643539  6001278  7004468  7430091  10182464  9923668  7980609  8147132  8184002  9282896  7477794  6166607  4319315 
"32768"   0  0  0  0  7972649  7830027  7602634  6308936  6431455  6411055  6413747  6672504  3869687 
"65536"   0  0  0  0  6854672  6850231  7045476  6233793  7159993  6333766  7331484  6826753  3741932 
"131072"   0  0  0  0  7515581  5873722  7114203  5911301  7305258  6412806  6422545  6501307  4085921 
"262144"   0  0  0  0  6017868  6163879  6084505  7140761  6362700  7393076  7387065  6088717  3695131 
"524288"   0  0  0  0  6930798  6353780  5896772  6782946  6801681  7484385  6907156  5920953  3947985 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   1780008  2662899  3022727  3541098  3203069 
"128"   2367096  3785961  2985839  3468030  3359523  3468030 
"256"   2350543  2842047  3879045  3326279  3454704  3499745  3499745 
"512"   2357784  2815243  3046915  3264616  3504346  3481620  3299730  3415178 
"1024"   2265510  2688041  3077052  3281592  3390391  3436508  3324778  3271594  3335105 
"2048"   3240499  2786401  3953383  3160613  3282603  3297725  3229534  3234398  3200654  3251539 
"4096"   2171696  2675656  2972395  3185110  3337967  3419011  3245277  3341213  3412898  4334185  3349029 
"8192"   2232774  3276785  3002737  3245524  3354524  3426104  3925120  4151830  3316639  4226911  3926914  3089125 
"16384"   2953160  2507844  2851453  2724713  3531717  3465289  2749900  3063074  2783539  3142351  2519429  2296942  2032230 
"32768"   0  0  0  0  2318869  2403921  2481124  2120487  2112826  2098503  2113541  2336729  1977430 
"65536"   0  0  0  0  2304595  2467113  2367294  2133320  2462560  2131946  2517823  2387568  1988471 
"131072"   0  0  0  0  2289782  2042033  2365886  2169236  2388863  2175968  2137549  2344846  2294992 
"262144"   0  0  0  0  1966511  2089195  2144167  2489493  2140698  2486852  2483151  2403599  1987369 
"524288"   0  0  0  0  2230441  2139933  2125601  2455980  2428854  2467342  2444155  2073637  2282748 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   3363612  4564786  5735102  6421025  5735102 
"128"   4135958  8036304  6114306  6727225  7176872  7082197 
"256"   4332998  5938650  8467615  7571923  8024634  8271916  8271916 
"512"   4494470  6246213  6931711  7758090  8665997  8528336  8362289  8665997 
"1024"   4507705  6244448  7220790  8061038  8840915  8822754  8750850  8988941  9064828 
"2048"   4154130  6382745  10240672  8221561  8866519  8940345  8540351  8977721  8793903  9228493 
"4096"   4501111  6330545  7161842  8324363  9019223  9081201  8944095  9227530  9287391  11070889  9414629 
"8192"   4652131  9879717  7275280  8332045  9040119  9236971  11251448  9224572  9092750  10880890  10488942  7585256 
"16384"   3773347  5608926  6176029  7285157  9821549  9597952  7145026  8532547  7300636  8337915  6769854  6001278  4156049 
"32768"   0  0  0  0  7474461  7211309  5895680  6945287  6815107  6211984  109930  6451683  3710173 
"65536"   0  0  0  0  5908328  7091097  6856724  6039572  6949116  6485599  6200187  5759885  3659583 
"131072"   0  0  0  0  7327360  14918  5986942  6351314  7166321  6371704  7100696  6642627  4009046 
"262144"   0  0  0  0  6008759  6183812  4620421  6214289  7210678  6186561  104516  5858069  98971 
"524288"   0  0  0  0  6291627  6388705  7199106  3634  6186  17730  95352  6916715  4023515 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   2801873  3203069  4018152  4018152  3406295 
"128"   2558895  5122535  4012317  4012317  3982553  3380677 
"256"   3078337  3770085  5217259  4496299  4404088  4132864  3511189 
"512"   3064306  3849877  4195896  4411377  4340054  4532414  3905895  3459188 
"1024"   3046495  3751699  4304412  4679604  4783849  4451639  4339202  3804877  3301774 
"2048"   3160613  4038890  6171791  4676561  4741090  4697018  4511980  4086930  3618634  3240499 
"4096"   3005151  3824713  4257917  4659824  4813898  5044289  4575434  4376138  4149921  4864330  3335375 
"8192"   3194826  5596225  4435342  4721816  5078440  4899570  6244039  4500997  4362141  5139206  4612165  3132495 
"16384"   3203883  3922388  4238069  4782213  5861533  6155008  4613963  5338344  4402045  4817414  3906556  3199259  2042923 
"32768"   0  0  0  0  6001489  6276093  5571818  4891447  4970163  4251153  5178401  3899552  2228373 
"65536"   0  0  0  0  4889690  6438355  5953500  4716439  5165634  5089784  4292096  3640294  2386863 
"131072"   0  0  0  0  6550654  4837662  4451579  5128806  4991345  4423604  5049941  4326101  2798283 
"262144"   0  0  0  0  4949949  4961184  4775796  4574459  5069588  4387064  4488080  3839414  2944943 
"524288"   0  0  0  0  5159606  6438122  5934952  4609978  4377604  4445382  5010490  4776500  2871459 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4564786  6421025  9318832  9006179  7940539 
